Identifier,Property,Value Kelvin,Std,N,Name,Reference,Comment
1,solid II to solid I transition temperature,275.2,0.2,5,Manuel Minas da Piedade's Lab,"Mol. Pharmaceutics 2018, 15, 5349-5360",Polymorph II ? I Measurement values
