Identifier,Property,Value kJ/mol,Std,N,Name,Reference,Comment
1,enthalpy of solid II to solid I transition @275.2K,3.3,0.1,5,Manuel Minas da Piedade's Lab,"Mol. Pharmaceutics 2018, 15, 5349-5360",Polymorph II ? I Measurement values
