Identifier,Property,Value Kelvin,Std,N,Name,Reference,Comment
1,solid III to solid II transition temperature,235.9,0.1,5,Manuel Minas da Piedade's Lab,"Mol. Pharmaceutics 2018, 15, 5349-5360",Polymorph III ? II Measurement values
