Identifier,Property,Value kJ/mol,Std,N,Name,Reference,Comment
1,enthalpy of solid III to solid II transition @235.9K,0.95,0.06,5,Manuel Minas da Piedade's Lab,"Mol. Pharmaceutics 2018, 15, 5349-5360",Polymorph III ? II Measurement values
